iter	RMSE
126	250.5521239
127	249.2948366
128	247.4184857
129	245.4698274
130	244.8066838
131	242.8582079
132	241.1235539
133	239.5808487
134	237.9954043
135	236.7567651
136	234.9099797
137	233.4874295
138	232.1092241
139	230.9488359
140	229.2725773
141	228.2692434
142	227.3043388
143	225.9988488
144	224.4912694
145	223.7578245
146	222.1409834
147	220.8558224
148	220.0283355
149	218.6956177
150	217.6101863
151	216.0320437
152	214.5758586
153	214.0093985
154	212.5717991
155	211.4977359
156	210.4491798
157	209.2578107
158	208.465485
159	206.8092835
160	205.5856826
161	204.4647904
162	202.9699319
163	201.5387385
164	200.3954692
165	198.972922
166	197.3242573
167	196.3688135
168	195.4242785
169	194.5330574
170	193.4969328
171172	277.21642172173	276.40497173174	275.09344174175	274.21421175176	273.1687057
177	271.7884422
178	271.0367962
179	270.46009179180	269.0682846
181	268.4196083
182	267.7052797
183	266.4408296
184	265.4000799
185	264.4038516
186	262.8972734
187	262.2318923
188	261.3736097
189	260.6307245
190	259.9344969
191	259.2438031
192	258.2433247
193	257.4839403
194	255.8149804
195	254.6982186
196	253.049912
197	251.931348
198	251.0998731
199	249.3844001
200	248.7599929
201	248.1616861
202	246.6753778
203	246.0860687
204	244.8479809
205	243.8518687
206	243.3397858
207	242.8178641
208	241.288497
209	240.6849436
210	240.1776302
211	238.9797915
212	237.5510746
213	236.1328444
214	235.2266219
215	233.8505655
216	232.2368603
217	230.6502893
218	229.7465322
219	229.212963
220	227.9531238
221	226.8576943
222	225.7203995
223	224.9231731
224	224.4170038
225	223.8907247
226	223.4620755
227	222.0709196
228	220.6879539
229	219.3023942
230	218.0081425
231	217.1929028
232	216.5099829
233	216.0892766
234	215.6347485
235	214.5485744
236	213.6869156
237	213.3159305
238	212.1620535
239	211.6763989
240	211.1273219
241	210.2087886
242	209.5236441
243	208.8432476
244	208.2924516
245	207.2667694
246	206.8405529
247	206.4189878
248	205.4467293
249	204.9597778
250	204.0346324
251	203.6835678
252	202.3356044
253	201.1676153
254	200.7704988
255	200.4321359
256	199.9255398
257	199.5456503
258	199.1644537
259	198.7874436
260	198.4145768
261	197.4095463
262	196.3858975
263	195.5939946
264	195.1553487
265	193.8668679
266	192.7022059
267	191.7731501
268	191.0131552
269	189.8331217
270	188.9182451
271	188.5764071
272	187.5639339
273	186.4045208
274	186.0389452
275	185.3831404
276	184.3550969
277	184.0299639
278	183.7084289
279	183.390455
280	182.6284123
281	182.31628
282	181.133314
283	180.0213884
284	179.7163538
285	178.5289888
286	178.2285234
287	177.9314051
288	177.0601497
289	175.769522
290	174.7704465
291	174.4831298
292	174.1990169
293	173.0229345
294	172.7440912
295	171.5343005
296	171.2601374
297	170.6371135
298	169.5487292
299	169.2820911
300	168.8263704
301	168.5653893
302	168.307332
303	167.865241
304	166.892175
305	166.6408306
306	165.47023
307	164.3889622
308	164.1437724
309	163.3544739
310	162.8318011
311	161.9008615
312	161.6655917
313	161.4309701
314	161.1989877
315	160.0657956
316	159.0094599
317	158.7841838
318	157.7557925
319	157.3659228
320	156.2958419
321	154.9973681
322	154.7819876
323	154.570463
324	154.3597353
325	153.3169942
326	152.4721501
327	152.2671631
328	151.3593413
329	150.8130045
330	149.8536509
331	149.6554115
332	149.2189919
333	148.0584497
334	147.8658567
335	146.6730881
336	146.19243
337	145.7220781
338	145.2763031
339	144.1540642
340	143.9729735
341	142.8570635
342	142.4091748
343	141.3292459
344	140.8322008
345	140.3368127
346	140.0324517
347	139.0196531
348	138.8511683
349	138.6846087
350	138.5199541
351	137.5245442
352	136.5440719
353	135.5783346
354	134.5609514
355	133.5637613
356	132.9454423
357	132.7870965
358	131.8642213
359	130.9552993
360	130.0064968
361	129.121921
362	128.2024752
363	127.6730842
364	126.776105
365	125.8971725
366	125.0359689
367	124.4648706
368	123.6257557
369	122.8336123
370	122.0656239
371	121.7207419
372	121.2352728
373	120.4391434
374	119.6834944
375	119.3430792
376	118.6080613
377	118.305715
378	117.9817988
379	117.2550005
380	116.5292902
381	115.8235449
382	115.031744
383	114.7611518
384	114.4947058
385	114.1979061
386	113.5203652
387	113.1757072
388	112.4979825
389	111.7476127
390	111.1056543
391	110.3808083
392	109.9702664
393	109.3517043
394	108.9635774
395	108.5857721
396	108.217976
397	107.8598865
398	107.542135
399	107.2300845
400	106.8843755
401	106.5793872
402	106.2798802
403	105.9857587
404	105.6534496
405	105.3299062
406	105.0148619
407	104.7080584
408	104.4092453
409	104.006346
410	103.7276012
411	103.3381164
412	103.0674571
413	102.6512115
414	102.3882525
415	101.9858049
416	101.5940773
417	101.0708726
418	100.5601943
419	100.0617524
420	99.81249357
421	99.57831074
422	99.09369668
423	98.86459718
424	98.63972292
425	98.3075081
426	98.09022979
427	97.82341758
428	97.5638028
429	97.38511439
430	97.21019208
431	96.8944599
432	96.60735707
433	96.30083033
434	96.02301608
435	95.83290059
436	95.33791435
437	95.15112916
438	94.77079882
439	94.57368786
440	94.39205917
441	94.00380915
442	93.71617696
443	93.03648483
444	92.67324913
445	92.03096263
446	91.8573603
447	91.22500858
448	91.07410234
449	90.45714528
450	89.81222191
451	89.45004148
452	88.84954121
453	88.25630133
454	87.63462959
455	87.05373978
456	86.47989833
457	85.91303058
458	85.3331472
459	84.74058777
460	84.17354489
461	83.59441853
462	83.00826391
463	82.45856106
464	81.82466589
465	81.18216703
466	80.54878584
467	79.92440355
468	79.30890287
469	78.65199705
470	78.05071504
471	77.45800464
472	76.87375389
473	76.24130321
474	75.67061213
475	75.2440459
476	74.82311897
477	74.37544054
478	73.76802681
479	73.36025636
480	72.76452577
481	72.33307782
482	71.74868176
483	71.35739797
484	70.78425961
485	70.40179882
486	69.98938765
487	69.43075545
488	69.06028262
489	68.51241947
490	68.15031737
491	67.75604439
492	67.19022233
493	66.65620085
494	66.13192538
495	65.75232358
496	65.2408419
497	64.73875109
498	64.24590867
499	63.90069973
500	63.40206503
501	63.04226609
502	62.55181882
503	62.06655103
504	61.66024038
505	61.24962041
506	60.73478231
507	60.39188294
508	59.89948776
509	59.41269124
510	58.9314351
511	58.45566175
512	57.98531421
513	57.54014114
514	57.17767293
515	56.75822394
516	56.53520447
517	56.1226584
518	55.75792785
519	55.54095247
520	55.18392233
521	54.97093167
522	54.66059071
523	54.45140241
524	54.05127908
525	53.70695134
526	53.50260079
527	53.15505497
528	52.95473579
529	52.62258287
530	52.425916
531	52.23189074
532	51.90463367
533	51.58324546
534	51.39370989
535	51.05525466
536	50.67665498
537	50.39133689
538	50.14936751
539	49.82164864
540	49.42314237
541	49.02970146
542	48.8503817
543	48.55104276
544	48.16657564
545	47.99196929
546	47.61382494
547	47.29531713
548	47.0677124
549	46.84331327
550	46.61741921
551	46.33591117
552	46.03494089
553	45.67357578
554	45.3168285
555	45.01613848
556	44.66583317
557	44.50915004
558	44.35441168
559	44.01113789
560	43.72330097
561	43.57246463
562	43.42350476
563	43.08888492
564	42.8116479
565	42.66646162
566	42.3804433
567	42.16015995
568	41.8320557
569	41.56864658
570	41.35752748
571	41.03643087
572	40.89850549
573	40.58379138
574	40.33384633
575	40.04946172
576	39.78090706
577	39.5827008
578	39.27897564
579	39.00352719
580	38.87307462
581	38.57337111
582	38.44519158
583	38.1882232
584	37.93697898
585	37.70742659
586	37.52291552
587	37.23560206
588	36.97136843
589	36.68796763
590	36.56696206
591	36.31340189
592	36.15746414
593	35.91606813
594	35.66843403
595	35.49767551
596	35.22674435
597	34.99780681
598	34.76478925
599	34.52181926
600	34.35895794
601	34.09801156
602	33.899229
603	33.66617363
604	33.47099701
605	33.33074766
606	33.13850878
607	33.00197198
608	32.8512479
609	32.6379843
610	32.39102766
611	32.17149243
612	31.98735886
613	31.78718043
614	31.57973892
615	31.40087869
616	31.19077279
617	31.01510971
618	30.77281289
619	30.50784947
620	30.38540899
621	30.17599452
622	29.94809482
623	29.72110936
624	29.57227845
625	29.34990143
626	29.13036489
627	28.96668482
628	28.75042812
629	28.51182221
630	28.25323049
631	28.02073403
632	27.79223544
633	27.56767822
634	27.40564536
635	27.15937305
636	26.94113702
637	26.70203663
638	26.56807391
639	26.35622521
640	26.1249812
641	25.99450955
642	25.78886475
643	25.63679818
644	25.51028911
645	25.2883311
646	25.16443817
647	25.04230553
648	24.82678749
649	24.7071904
650	24.58929589
651	24.40728829
652	24.2276526
653	24.0828229
654	23.95562398
655	23.76415786
656	23.63998483
657	23.46626233
658	23.28092119
659	23.16533753
660	23.00975386
661	22.856359
662	22.70512211
663	22.55601282
664	22.41216933
665	22.27137142
666	22.14928707
667	22.0286992
668	21.90959094
669	21.77477353
670	21.65810848
671	21.54287817
672	21.42906642
673	21.24896312
674	21.08095821
675	20.9702501
676	20.80585907
677	20.69731277
678	20.60631119
679	20.4867239
680	20.39741423
681	20.27988045
682	20.18623742
683	20.07091092
684	19.96727099
685	19.87607182
686	19.77428075
687	19.65763129
688	19.5687941
689	19.45820866
690	19.35936006
691	19.27283928
692	19.17574943
693	19.03013692
694	18.9240091
695	18.84043511
696	18.74639534
697	18.58864453
698	18.50737536
699	18.37554977
700	18.27350121
701	18.17217454
702	18.09080827
703	17.99105717
704	17.88495211
705	17.79880164
706	17.72488425
707	17.59291723
708	17.49228469
709	17.39321433
710	17.29568291
711	17.19966747
712	17.1051454
713	17.01209436
714	16.92049233
715	16.82306778
716	16.73338514
717	16.64509972
718	16.52700844
719	16.43267253
720	16.33370743
721	16.24890182
722	16.14303764
723	16.04833404
724	15.95311006
725	15.85982661
726	15.75695419
727	15.65513937
728	15.5835421
729	729	25.82326730	730	25.71043731	731	25.52926732	732	25.35261733	733	25.24266734	734	25.06542735	14.94458535
736	14.84428793
737	14.77756857
738	14.67882586
739	14.5813211
740	14.50045375
741	14.39889127
742	14.32484078
743	14.23962687
744	14.15538734
745	14.07705456
746	13.99413117
747	13.9121571
748	13.83112271
749	13.75505336
750	13.67528469
751	13.59643155
752	13.51848463
753	13.4414347
754	13.36786067
755	13.29201545
756	13.21704417
757	13.12242958
758	13.05102518
759	12.96670585
760	12.87461356
761	12.80504679
762	12.74795842
763	12.6762018
764	12.60527262
765	12.51531957
766	12.44555886
767	12.3659327
768	12.27096135
769	12.18460251
770	12.09869425
771	12.01491365
772	11.93113064
773	11.8715282
774	11.81856049
775	11.75271214
776	11.68762341
777	11.60770807
778	11.54149472
779	11.47785745
780	11.40033024
781	11.33582391
782	11.26203612
783	11.19002443
784	11.1171256
785	11.04682563
786	10.97796432
787	10.90481691
788	10.84434503
789	10.78456983
790	10.72548417
791	10.66708103
792	10.59804217
793	10.53259741
794	10.46545641
795	10.40158476
796	10.33902546
797	10.27163779
798	10.2216846
799	10.16584308
800	10.11678573
801	10.06178944
802	10.00743031
803	9.959451212
804	9.905918595
805	9.843769542
806	9.796998416
807	9.744729903
808	9.670200156
809	9.624549021
810	9.545366888
811	9.473508622
812	9.396910197
813	9.327368124
814	9.282561857
815	9.211165515
816	9816	17.7147817	9817	17.634818	9.818	17.56704248
819	17.49316199
820	17.40938271
821	17.30922928
822	17.2375369
823	17.17670001
824	17.07976944
825	17.00724483
826	16.94114425
827	16.88164486
828	16.82286838
829	16.72522285
830	16.66728895
831	16.61005821
832	16.54267635
833	16.49277032
834	16.3913166
835	16.33521826
836	16.30464915
837	16.24918656
838	16.19130929
839	16.13643209
840	16.06864375
841	15.98278833
842	15.92937688
843	15.86350081
844	15.81082098
845	15.75878006
846	15.66939547
847	15.6075362
848	15.57619197
849	15.48006562
850	15.42914753
851	15.37884646
852	15.34955915
853	15.29982257
854	15.21947959
855	15.13589209
856	15.05665028
857	15.00836752
858	14.92663169
859	14.8619986
860	14.75221354
861	14.67232837
862	14.59775046
863	14.53662945
864	14.49035312
865	14.43449822
866	14.36034577
867	14.2557754
868	14.18067609
869	14.15290987
870	14.08074299
871	14.02720397
872	13.91958463
873	13.86767599
874	13.76338349
875	13.66596201
876	13.59264495
877	13.52058793
878	13.47510841
879	13.43247881
880	13.36055704
881	13.31862437
882	13.26897221
883	13.17626638
884	13.10735624
885	13.06626898
886	12.99880111
887	12.95395616
888	12.91396343
889	12.86573132
890	12.82190392
891	12.75684769
892	12.70991917
893	12.6753115
894	12.61008258
895	12.56401082
896	12.49989642
897	12.45948571
898	12.41748258
899	12.3929232
900	12.35492345
901	12.29332597
902	12.24862958
903	12.20493814
904	12.18224732
905	12.15985528
906	12.1167383
907	12.0946057
908	12.05425016
909	12.01197476
910	11.96995781
911	11.94852948
912	11.90697942
913	11.82248424
914	11.78330015
915	11.73831901
916	11.71727877
917	11.67348173
918	11.59717364
919	11.55638339
920	11.47631029
921	11.42780753
922	11.39054172
923	11.31497059
924	11.24061527
925	11.22060165
926	11.17346198
927	11.15375018
928	11.07689713
929	11.05765808
930	10.98667378
931	10.96783688
932	10.89803308
933	10.83594247
934	10.77473827
935	10.72077713
936	10.70096604
937	10.64096121
938	10.59819939
939	10.55645172
940	10.48486897
941	10.41836408
942	10.37270878
943	10.29386184
944	10.27659992
945	10.2119025
946	10.16789075
947	10.09135723
948	10.07468471
949	10.03539247
950	9.97279984
951	9.931320426
952	9.892130006
953	9.818617459
954	9.80265084
955	9.771056385
956	9.755327723
957	9.70403413
958	9.6729238
959	9.642194684
960	9.571063311
961	9.53667567
962	9.501019322
963	9.471068507
964	9.421364612
965	9.391748191
966	9.36249464
967	9.33359945
968	9.291755025
969	9.263250817
970	9.198780223
971	9.159451401
972	9.121287673
973	9.085048118
974	9.022697483
975	8.984629051
976	8.956785899
977	8.929282538
978	8.896664993
979	8.836301846
980	8.809276558
981	8.748890155
982	8.684895193
983	8.640438497
984	8.614090878
985	8.570727521
986	8.526985483
987	8.493580657
988	8.451092065
989	8.393921346
990	8.337070748
991	8.295024851
992	8.269295887
993	8.219897308
994	8.185145362
995	8.145043726
996	8.091287143
997	8.037613858
998	7.997796191
999	7.97348201
