iter	Passed	Remaining
391	1279	1984
392	1281	1978
393	1282	1972
394	1283	1966
395	1285	1960
396	1287	1955
397	1288	1949
398	1295	1950
399	1296	1944
400	1298	1939
401	1299	1933
402	1301	1927
403	1303	1923
404	1305	1917
405	1306	1911
406	1307	1905
407	1313	1906
408	1315	1900
409	1316	1894
410	1318	1888
411	1319	1883
412	1321	1877
413	1323	1873
414	1325	1868
415	1327	1863
416	1329	1858
417	1330	1852
418	1334	1850
419	1336	1845
420	1338	1840
421	1339	1835
422	1356	1850
423	1358	1845
424	1359	1839
425	1361	1833
426	1362	1828
427	1363	1822
428	1365	1817
429	1373	1820
430	1375	1815
431	1376	1809
432	1382	1809
433	1387	1809
434	1391	1807
435	1394	1803
436	1395	1798
437	1397	1792
438	1400	1789
439	1402	1785
440	1404	1779
441	1409	1779
442	1411	1774
443	1417	1775
444	1419	1769
445	1420	1764
446	1421	1758
447	1422	1753
448	1424	1747
449	1425	1741
450	1426	1736
451	1427	1731
452	1429	1725
453	1430	1720
454	1432	1715
455	1433	1710
456	1435	1705
457	1436	1699
458	1437	1693
459	1438	1688
460	1439	1682
461	1440	1677
462	1441	1671
463	1442	1666
464	1443	1660
465	1444	1655
466	1446	1650
467	1447	1645
468	1448	1640
469	1449	1634
470	1451	1630
471	1452	1624
472	1453	1619
473	1458	1618
474	1459	1613
475	1462	1609
476	1463	1605
477	1464	1599
478	1466	1594
479	1467	1589
480	1468	1584
481	1469	1579
482	1470	1574
483	1471	1569
484	1473	1564
485	1473	1558
486	1475	1553
487	1476	1548
488	1486	1553
489	1487	1548
490	1488	1543
491	1490	1538
492	1491	1534
493	1494	1530
494	1497	1527
495	1500	1524
496	1502	1520
497	1503	1515
498	1505	1511
499	1506	1506
500	1507	1501
501	1509	1497
502	1510	1492
503	1512	1488
504	1513	1483
505	1514	1478
506	1528	1485
507	1529	1481
508	1530	1476
509	1532	1471
510	1533	1467
511	1534	1462
512	1535	1458
513	1537	1453
514	1538	1448
515	1540	1444
516	1542	1441
517	1543	1436
518	1545	1432
519	1547	1428
520	1548	1423
521	1550	1419
522	1551	1415
523	1552	1410
524	1554	1406
525	1556	1402
526	1557	1398
527	1559	1393
528	1560	1389
529	1561	1385
530	1563	1381
531	1565	1376
532	1566	1372
533	1567	1368
534	1569	1363
535	1570	1359
536	1572	1355
537	1573	1351
538	1575	1347
539	1576	1343
540	1577	1338
541	1583	1338
542	1604	1350
543	1615	1354
544	1617	1350
545	1620	1347
546	1622	1343
547	1627	1342
548	1628	1337
549	1629	1333
550	1632	1330
551	1636	1328
552	1638	1324
553	1644	1324
554	1647	1320
555	1649	1317
556	1650	1312
557	1651	1308
558	1653	1304
559	1656	1301
560	1657	1297
561	1658	1292
562	1659	1288
563	1660	1283
564	1662	1279
565	1665	1276
566	1667	1273
567	1668	1269
568	1670	1265
569	1671	1261
570	1673	1257
571	1674	1252
572	1675	1248
573	1677	1245
574	1679	1241
575	1681	1237
576	1682	1233
577	1683	1229
578	1685	1225
579	1687	1222
580	1694	1221
581	1695	1217
582	1697	1213
583	1698	1209
584	1701	1207
585	1704	1204
586	1705	1200
587	1709	1198
588	1711	1194
589	1712	1189
590	1713	1186
591	1715	1182
592	1717	1178
593	1718	1174
594	1720	1170
595	1721	1167
596	1723	1163
597	1724	1159
598	1726	1155
599	1730	1153
600	1732	1150
601	1734	1146
602	1736	1142
603	1737	1139
604	1739	1135
605	1740	1131
606	1742	1127
607	1743	1124
608	1747	1122
609	1750	1118
610	1751	1115
611	1752	1111
612	1759	1110
613	1760	1107
614	1762	1103
615	1765	1100
616	1767	1097
617	1769	1093
618	1770	1089
619	1772	1086
620	1773	1082
621	1775	1078
622	1776	1075
623	1778	1071
624	1780	1068
625	1781	1064
626	1784	1061
627	1786	1058
628	1787	1054
629	1788	1050
630	1790	1046
631	1791	1043
632	1793	1039
633	1796	1036
634	1797	1033
635	1799	1029
636	1800	1025
637	1801	1022
638	1803	1018
639	1806	1016
640	1807	1012
641	1809	1009
642	1811	1005
643	1812	1002
644	1814	998
645	1815	995
646	1817	991
647	1818	988
648	1819	984
649	1821	980
650	1823	977
651	1825	974
652	1827	971
653	1829	967
654	1830	964
655	1833	961
656	1834	957
657	1836	954
658	1842	953
659	1843	949
660	1845	946
661	1846	942
662	1848	939
663	1861	941
664	1867	940
665	1870	938
666	1872	934
667	1875	931
668	1876	928
669	1878	925
670	1880	921
671	1881	918
672	1883	915
673	1884	911
674	1886	908
675	1887	904
676	1889	901
677	1891	898
678	1893	894
679	1895	891
680	1896	888
681	1897	884
682	1901	882
683	1903	879
684	1906	876
685	1908	873
686	1909	869
687	1910	866
688	1912	863
689	1913	859
690	1915	856
691	1916	853
692	1918	849
693	1921	847
694	1926	845
695	1927	841
696	1928	838
697	1929	834
698	1930	831
699	1931	827
700	1933	824
701	1935	821
702	1936	818
703	1937	814
704	1938	811
705	1939	807
706	1941	804
707	1942	801
708	1944	797
709	1945	794
710	1946	791
711	1948	787
712	1949	784
713	1952	782
714	1953	778
715	1955	775
716	1957	772
717	1959	769
718	1961	766
719	1962	763
720	1964	760
721	1966	757
722	1968	754
723	1970	751
724	1971	747
725	1972	744
726	1974	741
727	1976	738
728	1978	735
729	1979	732
730	1981	729
731	1983	726
732	1984	722
733	1986	719
734	1988	716
735	1989	713
736	1991	710
737	1992	707
738	1993	704
739	1995	701
740	1997	698
741	2000	695
742	2002	692
743	2003	689
744	2006	686
745	2007	683
746	2009	680
747	2013	678
748	2015	675
749	2017	672
750	2018	669
751	2020	666
752	2021	663
753	2022	659
754	2024	656
755	2025	653
756	2026	650
757	2029	647
758	2031	645
759	2032	641
760	2034	638
761	2035	635
762	2037	632
763	2038	629
764	2039	626
765	2041	623
766	2045	621
767	2048	618
768	2049	615
769	2051	612
770	2052	609
771	2053	606
772	2055	603
773	2058	601
774	2060	598
775	2061	595
776	2063	592
777	2066	589
778	2068	586
779	2071	584
780	2073	581
781	2076	578
782	2077	575
783	2079	572
784	2080	569
785	2082	566
786	2083	564
787	2085	561
788	2087	558
789	2088	555
790	2090	552
791	2091	549
792	2093	546
793	2095	543
794	2097	540
795	2099	538
796	2100	535
797	2102	532
798	2106	529
799	2107	526
800	2109	524
801	2110	521
802	2112	518
803	2113	515
804	2114	512
805	2116	509
806	2118	506
807	2119	503
808	2121	500
809	2122	497
810	2124	495
811	2125	492
812	2127	489
813	2129	486
814	2130	483
815	2131	480
816	2133	477
817	2134	474
818	2137	472
819	2138	469
820	2139	466
821	2143	464
822	2144	461
823	2145	458
824	2147	455
825	2148	452
826	2149	449
827	2150	446
828	2152	444
829	2153	441
830	2155	438
831	2156	435
832	2157	432
833	2158	429
834	2160	426
835	2161	423
836	2162	421
837	2163	418
838	2164	415
839	2166	412
840	2167	409
841	2168	407
842	2170	404
843	2170	401
844	2172	398
845	2173	395
846	2174	392
847	2175	389
848	2176	387
849	2177	384
850	2178	381
851	2179	378
852	2180	375
853	2182	373
854	2183	370
855	2184	367
856	2185	364
857	2186	361
858	2188	359
859	2189	356
860	2191	353
861	2193	351
862	2195	348
863	2196	345
864	2198	343
865	2199	340
866	2200	337
867	2201	334
868	2202	332
869	2203	329
870	2204	326
871	2205	323
872	2206	321
873	2207	318
874	2208	315
875	2209	312
876	2210	310
877	2211	307
878	2212	304
879	2213	301
880	2214	299
881	2216	296
882	2216	293
883	2217	291
884	2218	288
885	2220	285
886	2221	282
887	2221	280
888	2222	277
889	2223	274
890	2224	272
891	2225	269
892	2226	266
893	2228	264
894	2229	261
895	2230	258
896	2231	256
897	2232	253
898	2233	250
899	2234	248
900	2235	245
901	2236	243
902	2237	240
903	2238	237
904	2239	235
905	2241	232
906	2242	229
907	2244	227
908	2245	224
909	2246	222
910	2247	219
911	2248	216
912	2249	214
913	2250	211
914	2251	209
915	2252	206
916	2253	203
917	2254	201
918	2255	198
919	2257	196
920	2259	193
921	2260	191
922	2261	188
923	2262	186
924	2263	183
925	2264	180
926	2265	178
927	2266	175
928	2267	173
929	2268	170
930	2269	168
931	2270	165
932	2273	163
933	2275	160
934	2277	158
935	2282	156
936	2285	153
937	2290	151
938	2292	148
939	2293	146
940	2295	143
941	2297	141
942	2298	138
943	2299	136
944	2300	133
945	2302	131
946	2304	128
947	2305	126
948	2307	123
949	2308	121
950	2309	119
951	2311	116
952	2312	114
953	2313	111
954	2315	109
955	2316	106
956	2317	104
957	2319	101
958	2320	99
959	2322	96
960	2323	94
961	2324	91
962	2325	89
963	2326	86
964	2327	84
965	2328	81
966	2329	79
967	2330	77
968	2331	74
969	2332	72
970	2335	69
971	2337	67
972	2338	64
973	2340	62
974	2341	60
975	2342	57
976	2344	55
977	2345	52
978	2347	50
979	2348	47
980	2350	45
981	2351	43
982	2352	40
983	2353	38
984	2354	35
985	2356	33
986	2357	31
987	2358	28
988	2359	26
989	2360	23
990	2361	21
991	2362	19
992	2363	16
993	2364	14
994	2366	11
995	2367	9
996	2368	7
997	2369	4
998	2370	2
999	2371	0
	28
992	3490	24
993	3493	21
994	3494	17
995	3496	14
996	3498	10
997	3501	7
998	3508	3
999	3510	0
